serial_num,Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
5850,719584608,50,F,1,High School,Married,TX,91750,no,no,no,cellular,Govt,53874,4
5851,719587158,40,F,3,Graduate,Single,CA,91750,yes,no,no,unknown,White-collar,29820,3
5852,719590458,41,F,4,Graduate,Single,NJ,91750,no,yes,no,cellular,Businessman,34852,4
5853,719591283,38,F,3,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,26985,4
5854,719592483,36,M,1,Uneducated,Married,TX,91750,no,no,yes,cellular,Govt,79802,5
5855,719593608,52,M,1,Unknown,Married,CA,91750,no,yes,no,cellular,White-collar,105963,5
5856,719594433,63,M,1,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,73599,4
5857,719595708,45,F,2,Unknown,Married,NY,91750,yes,yes,no,cellular,Businessman,206617,3
5858,719596908,51,F,1,Graduate,Single,CA,91750,yes,yes,no,telephone,Blue-collar,10655,5
5859,719601708,49,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,Govt,91473,3
5860,719602908,35,F,2,Doctorate,Single,CA,91750,yes,no,no,unknown,Businessman,20977,4
5861,719604858,40,F,3,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,23334,5
5862,719606133,46,M,1,High School,Single,MI,91750,yes,no,no,cellular,Selfemployeed,72966,4
5863,719607183,46,M,4,High School,Married,FL,91750,yes,no,no,cellular,White-collar,105944,4
5864,719608308,57,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Blue-collar,33613,4
5865,719609433,25,M,3,High School,Married,NY,91750,yes,no,no,cellular,White-collar,73591,4
5866,719610708,51,F,2,Unknown,Married,UT,91750,no,yes,yes,cellular,Businessman,181555,4
5867,719612583,47,M,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Govt,111325,4
5868,719613783,41,F,2,Doctorate,Married,TX,91750,no,yes,yes,cellular,Retirees,53810,3
5869,719614758,37,M,2,Uneducated,Unknown,TX,91750,no,no,no,cellular,Govt,88711,4
5870,719617758,33,M,2,Doctorate,Married,CA,91750,no,no,no,cellular,Retirees,70788,4
5871,719620983,37,M,3,High School,Married,FL,91750,yes,no,no,cellular,Businessman,60777,4
5872,719621958,44,F,3,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,4
5873,719623083,49,M,3,Graduate,Single,TX,91750,no,no,no,telephone,Govt,113125,4
5874,719625933,35,M,4,High School,Single,NY,91750,yes,yes,no,unknown,Govt,109854,3
5875,719627133,60,M,1,High School,Married,FL,91750,no,no,no,cellular,Businessman,46326,4
5876,719628033,49,F,4,High School,Single,CA,91750,no,yes,no,cellular,Govt,28213,3
5877,719629308,47,M,3,Unknown,Single,CA,91750,yes,no,no,telephone,Businessman,114707,4
5878,719630358,52,M,2,Unknown,Married,NY,91750,yes,no,no,unknown,Selfemployeed,30798,4
5879,719632683,55,M,1,Uneducated,Single,NY,91750,no,yes,no,cellular,Blue-collar,65515,4
5880,719633508,50,M,1,High School,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,82638,3
5881,719634408,60,M,1,Doctorate,Married,NJ,91750,no,no,no,cellular,White-collar,132641,4
5882,719647383,48,F,5,Post-Graduate,Married,FL,91750,yes,no,no,unknown,Blue-collar,19967,4
5883,719648358,40,F,2,Doctorate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975,4
5884,719649408,54,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,13135,4
5885,719651358,39,M,3,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,50037,4
5886,719653308,50,M,1,Uneducated,Married,TX,91750,no,no,no,cellular,Govt,64000,4
5887,719654283,49,M,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,72385,4
5888,719655258,65,M,0,Doctorate,Single,FL,91750,no,no,no,cellular,White-collar,37140,3
5889,719656533,61,M,1,Uneducated,Single,FL,91750,no,yes,no,cellular,Govt,51888,4
5890,719657583,41,F,5,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,25375,4
5891,719658858,43,M,4,High School,Married,TX,91750,no,no,yes,unknown,Govt,101672,4
5892,719659758,34,M,2,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,53178,4
5893,719660658,48,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,White-collar,22152,4
5894,719661558,41,F,5,High School,Married,TX,91750,yes,yes,no,telephone,Selfemployeed,14183,4
5895,719662458,57,F,3,Unknown,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550,3
5896,719666283,50,F,3,Graduate,Married,TX,91750,yes,no,no,unknown,Blue-collar,10577,4
5897,719671383,40,F,2,Doctorate,Single,TX,91750,yes,no,no,cellular,Govt,50513,3
5898,719672283,44,F,5,Post-Graduate,Unknown,TX,91750,no,no,no,telephone,Selfemployeed,35049,4
5899,719674533,62,F,2,Doctorate,Single,TX,91750,yes,no,no,cellular,Retirees,48384,4
5900,719677758,46,M,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,117015,4
5901,719679858,52,F,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,4
5902,719680908,34,M,2,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,82832,4
5903,719682183,59,F,0,Graduate,Single,TX,91750,no,yes,no,unknown,White-collar,19874,4
5904,719683158,49,M,3,Uneducated,Married,CA,91750,yes,no,no,unknown,Selfemployeed,101956,4
5905,719685408,44,F,2,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,28669,4
5906,719686458,45,F,3,Unknown,Married,UT,91750,no,no,no,cellular,Selfemployeed,18133,3
5907,719688408,33,F,2,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,38390,5
5908,719690733,55,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,58523,5
5909,719692983,40,F,3,Uneducated,Married,NY,91750,no,yes,no,unknown,Retirees,32067,5
5910,719694408,43,M,3,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,109762,3
5911,719699208,41,M,3,Unknown,Married,CA,91750,no,no,no,cellular,Retirees,61766,4
5912,719701383,41,F,3,Graduate,Married,TX,91750,no,no,no,unknown,Businessman,161536,4
5913,719703483,58,M,2,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,72515,5
5914,719704308,46,F,5,High School,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,10923,4
5915,719706483,35,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,23479,5
5916,719709558,49,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,66468,5
5917,719712633,36,F,1,High School,Single,FL,91750,no,yes,no,telephone,Selfemployeed,14975,4
5918,719713683,43,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,85592,4
5919,719714658,63,M,0,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,97193,5
5920,719716983,35,F,2,Doctorate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,48562,4
5921,719719158,56,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,219280,3
5922,719720058,64,F,0,Graduate,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,13498,4
5923,719722308,33,M,2,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,124512,5
5924,719723658,49,M,3,High School,Married,TX,91750,no,yes,no,cellular,Retirees,71721,4
5925,719724933,55,M,2,Uneducated,Married,NJ,91750,no,yes,no,cellular,Blue-collar,60136,4
5926,719728383,42,F,3,Post-Graduate,Married,MI,91750,yes,yes,no,cellular,Govt,23840,5
5927,719729433,31,F,0,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,29359,4
5928,719730258,54,M,1,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,42757,4
5929,719731458,46,F,3,Graduate,Unknown,CA,91750,no,yes,no,unknown,Selfemployeed,8250,5
5930,719732433,28,M,0,Post-Graduate,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,41836,5
5931,719734533,50,M,2,Doctorate,Married,NY,91750,no,yes,no,cellular,Businessman,85545,4
5932,719737833,52,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,15684,3
5933,719739108,52,F,3,Unknown,Single,IL,91750,no,no,no,unknown,Selfemployeed,47796,4
5934,719740008,50,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Businessman,30255,5
5935,719740983,53,M,1,High School,Unknown,CA,91750,no,no,no,cellular,Govt,117654,3
5936,719742108,42,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26308,4
5937,719745558,40,M,3,High School,Married,TX,91750,no,no,no,cellular,Govt,71648,4
5938,719749083,40,F,3,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,37695,3
5939,719751483,39,F,2,Unknown,Single,NY,91750,yes,no,no,cellular,Businessman,29860,5
5940,719756133,39,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,35759,5
5941,719758758,57,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Retirees,85289,4
5942,719759733,42,F,3,High School,Single,NY,91750,no,yes,no,cellular,Selfemployeed,33007,4
5943,719761458,27,M,0,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,57973,5
5944,719767683,49,M,1,Unknown,Single,FL,91750,no,no,no,telephone,Businessman,114913,4
5945,719768658,51,F,1,Post-Graduate,Married,TX,91750,yes,no,no,unknown,Businessman,172959,5
5946,719770158,54,F,3,Unknown,Single,CA,91750,no,yes,no,unknown,Govt,23242,5
5947,719772258,30,M,1,High School,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,66445,3
5948,719773158,44,M,2,Graduate,Single,NY,91750,yes,no,yes,cellular,White-collar,158764,5
5949,719775408,47,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Retirees,90113,4
5950,719776608,38,F,2,Doctorate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,13066,4
5951,719781183,54,F,3,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Retirees,18435,5
5952,719782458,41,F,2,High School,Single,NY,91750,yes,no,no,cellular,Blue-collar,46695,4
5953,719784708,41,M,4,Graduate,Married,NJ,91750,yes,no,no,cellular,Retirees,103521,4
5954,719785683,33,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,113456,5
5955,719787633,61,M,0,Uneducated,Married,TX,91750,no,no,no,cellular,White-collar,104587,5
5956,719788833,58,F,2,Uneducated,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,14975,5
5957,719794383,57,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,91065,3
5958,719797758,49,M,2,Uneducated,Married,TX,91750,no,yes,yes,unknown,Businessman,85797,5
5959,719799033,46,F,5,High School,Unknown,FL,91750,no,no,no,cellular,Businessman,163690,4
5960,719801508,50,M,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,57514,4
5961,719804208,38,M,2,Uneducated,Married,FL,91750,yes,yes,no,cellular,Businessman,18725,3
5962,719805183,50,F,1,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,211141,5
5963,719806233,52,F,3,High School,Married,NY,91750,no,no,no,telephone,White-collar,31485,3
5964,719808558,35,F,2,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,4
5965,719809533,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,91981,5
5966,719810583,27,F,0,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,11174,4
5967,719813058,43,M,4,Post-Graduate,Unknown,NY,91750,yes,no,no,cellular,Businessman,110702,4
5968,719815383,46,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,94374,5
5969,719816583,49,F,3,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,25321,5
5970,719818983,44,F,1,High School,Single,CA,91750,no,yes,no,unknown,Selfemployeed,9535,3
5971,719819958,46,F,3,Unknown,Single,CA,91750,yes,no,yes,unknown,Blue-collar,24093,5
5972,719821908,54,F,0,Doctorate,Single,TX,91750,yes,yes,no,cellular,Retirees,32143,5
5973,719826333,60,M,0,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,29663,4
5974,719829633,45,M,3,Unknown,Single,FL,91750,no,yes,no,cellular,Businessman,90615,4
5975,719831958,38,F,3,Uneducated,Single,CA,91750,yes,no,no,unknown,Businessman,15899,4
5976,719834208,46,F,2,Uneducated,Unknown,CA,91750,no,no,no,cellular,Govt,55744,4
5977,719835033,42,M,3,Uneducated,Married,FL,91750,yes,yes,yes,cellular,Retirees,56370,3
5978,719836083,34,F,3,High School,Unknown,TX,91750,no,no,no,cellular,Selfemployeed,14975,4
5979,719838558,48,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,103634,5
5980,719841708,49,F,3,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,204997,3
5981,719843958,51,M,1,High School,Married,TX,91750,no,yes,no,cellular,White-collar,82609,3
5982,719845908,40,M,3,Graduate,Married,CA,91750,yes,no,no,cellular,Retirees,79037,4
5983,719847108,54,M,1,Unknown,Single,TX,91750,yes,yes,yes,cellular,Businessman,111305,5
5984,719848008,53,M,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,228768,3
5985,719848908,55,F,1,High School,Single,CA,91750,no,no,no,cellular,Govt,49951,5
5986,719849958,34,M,2,High School,Single,NY,91750,yes,yes,no,cellular,Govt,78008,5
5987,719850933,44,F,3,Doctorate,Single,CA,91307,no,no,no,cellular,Businessman,129286,4
5988,719854008,36,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,5
5989,719855958,51,F,2,High School,Married,CA,91750,yes,no,no,cellular,Blue-collar,36733,5
5990,719857008,57,M,2,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,67185,5
5991,719859033,44,M,3,High School,Single,TX,91750,yes,yes,no,cellular,Blue-collar,101028,4
5992,719860308,52,F,0,Graduate,Married,TX,91750,no,no,no,cellular,Retirees,27120,5
5993,719862258,45,M,4,Graduate,Married,FL,91750,no,no,yes,telephone,Govt,89986,4
5994,719863758,51,F,2,High School,Single,CA,91750,no,yes,no,telephone,Selfemployeed,14975,4
5995,719868183,43,F,3,Graduate,Single,CA,91750,no,yes,yes,unknown,Businessman,32917,5
5996,719872833,31,F,2,Uneducated,Married,CA,91750,no,yes,yes,cellular,Businessman,36572,4
5997,719873808,37,F,3,Graduate,Married,NY,91750,no,yes,no,unknown,Retirees,19856,3
5998,719874633,51,F,2,Unknown,Married,NY,91750,yes,no,no,unknown,Blue-collar,17881,4
5999,719876808,39,F,3,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,44794,5
6000,719880408,59,M,1,Unknown,Single,NY,91750,no,no,yes,cellular,Govt,46985,4
6001,719881533,46,F,3,Graduate,Married,CA,91750,yes,yes,no,telephone,Selfemployeed,14975,5
6002,719882583,53,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Govt,43996,4
6003,719883858,41,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,10776,4
6004,719884983,42,M,4,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,79191,4
6005,719885883,53,F,2,Doctorate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,5
6006,719887008,53,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,50822,3
6007,719888358,44,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,32089,3
6008,719889408,43,F,3,Unknown,Single,CA,91750,yes,yes,no,telephone,Selfemployeed,14975,3
6009,719894433,28,F,0,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,28470,4
6010,719898108,59,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,98001,4
6011,719900733,43,F,2,High School,Married,MI,91750,yes,yes,no,cellular,White-collar,178027,4
6012,719902908,28,F,1,Graduate,Single,NV,91750,yes,no,no,cellular,Blue-collar,13999,3
6013,719904333,59,F,0,Graduate,Married,CA,91750,yes,no,no,unknown,White-collar,23881,4
6014,719905908,42,F,2,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,4
6015,719910333,38,F,5,Graduate,Married,CA,91750,no,no,no,cellular,Govt,39211,3
6016,719911458,53,M,3,High School,Single,TX,91750,no,yes,no,cellular,White-collar,60151,5
6017,719912808,60,F,0,Unknown,Single,CA,91750,no,no,no,cellular,Blue-collar,56530,3
6018,719913783,52,F,0,High School,Single,TX,91750,yes,no,no,cellular,White-collar,134967,5
6019,719914908,44,F,5,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,4
6020,719916408,48,F,2,Graduate,Married,NJ,91750,no,yes,no,unknown,White-collar,17086,4
6021,719917233,35,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,16536,3
6022,719918358,48,M,3,Graduate,Single,NY,91750,yes,yes,no,unknown,Govt,107920,4
6023,719922558,51,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,98186,3
6024,719924433,42,M,2,Graduate,Married,PA,91750,no,yes,no,cellular,White-collar,131612,4
6025,719925483,37,M,3,Unknown,Married,NY,91750,yes,yes,yes,cellular,Businessman,67224,5
6026,719926683,46,M,2,High School,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,76723,4
6027,719929758,34,F,2,High School,Single,CA,91750,no,yes,no,cellular,Govt,34446,5
6028,719930658,52,F,2,Uneducated,Married,NY,91750,yes,yes,yes,unknown,Retirees,37585,4
6029,719934783,43,M,3,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,179419,4
6030,719940483,52,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,80811,5
6031,719941533,53,F,1,High School,Married,NY,91750,no,yes,no,cellular,Businessman,232729,5
6032,719942883,54,F,3,High School,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,3
6033,719944458,41,M,5,Uneducated,Single,NY,91750,no,yes,yes,telephone,Businessman,119754,4
6034,719945433,61,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,15909,4
6035,719947533,50,M,2,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,69653,4
6036,719951208,35,F,5,High School,Married,FL,91750,no,no,no,cellular,Businessman,59272,4
6037,719952408,50,F,3,Uneducated,Unknown,FL,91750,no,yes,no,unknown,Blue-collar,17425,3
6038,719953383,44,M,4,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,68867,5
6039,719954733,42,M,5,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,62422,5
6040,719955558,56,F,3,Graduate,Married,FL,91750,no,yes,no,unknown,Businessman,168550,4
6041,719960133,59,M,0,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,45040,5
6042,719961183,40,F,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,14975,5
6043,719962458,54,M,2,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,82309,3
6044,719963433,40,F,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Businessman,40244,4
6045,719964933,55,M,2,Uneducated,Single,TX,91750,yes,no,yes,cellular,Blue-collar,68262,3
6046,719967708,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,39161,4
6047,719971458,37,M,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,53833,5
6048,719973033,42,M,1,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,67186,5
6049,719976558,47,F,5,Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,17684,5
6050,719978583,54,F,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Businessman,35971,4
6051,719981508,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,30056,5
6052,719986758,65,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,30145,5
6053,719987733,33,F,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,16957,4
6054,719989008,60,F,0,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,3
6055,719990358,51,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,71350,4
6056,719991783,44,F,1,Uneducated,Single,IL,91750,yes,yes,yes,cellular,Blue-collar,39739,5
6057,719995008,57,M,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,90275,4
6058,719996958,46,F,2,Graduate,Single,TX,91750,yes,no,yes,cellular,Blue-collar,23536,5
6059,719998233,52,F,3,Uneducated,Married,CA,91750,no,no,yes,cellular,Selfemployeed,33596,4
6060,719999508,50,F,3,High School,Single,NY,91750,no,no,no,cellular,Blue-collar,27482,3
6061,720000708,39,F,2,Unknown,Married,CA,91750,no,yes,yes,telephone,Blue-collar,33705,4
6062,720001758,51,M,4,Uneducated,Single,CA,90250,yes,yes,no,cellular,White-collar,133239,3
6063,720003558,54,M,3,Graduate,Single,HI,91750,no,no,no,telephone,Blue-collar,100396,4
6064,720006333,49,M,1,Graduate,Married,AK,99504,yes,no,no,cellular,Selfemployeed,66676,4
6065,720007383,44,F,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,5
6066,720008133,58,F,2,High School,Married,NY,91750,no,yes,no,cellular,Govt,50897,3
6067,720009558,65,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Retirees,30092,3
6068,720010608,48,F,3,Doctorate,Single,NY,91750,no,no,no,unknown,Selfemployeed,24097,5
6069,720011958,53,F,5,Graduate,Single,TX,91750,no,no,no,telephone,Businessman,223058,5
6070,720013083,45,F,4,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,35804,5
6071,720014358,33,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,47759,5
6072,720015183,36,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,70487,5
6073,720016308,40,F,4,High School,Married,NY,91750,yes,no,no,cellular,White-collar,53422,3
6074,720017958,35,F,0,Unknown,Married,CA,90250,no,no,no,cellular,Businessman,156790,5
6075,720026058,36,F,2,Uneducated,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,38315,5
6076,720027258,51,M,2,Unknown,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,88419,4
6077,720028683,46,F,4,Graduate,Single,TX,91750,no,yes,no,telephone,Blue-collar,42427,3
6078,720029508,53,F,2,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,50270,5
6079,720031908,49,F,4,Doctorate,Single,CA,91730,yes,yes,no,cellular,Selfemployeed,57829,4
6080,720033033,46,M,1,Unknown,Single,NJ,91750,no,no,no,unknown,White-collar,132716,3
6081,720034983,49,F,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,55575,4
6082,720040158,51,M,2,High School,Single,NY,91750,yes,no,no,cellular,Retirees,71873,5
6083,720043533,32,M,1,Unknown,Single,TX,91750,no,no,yes,cellular,White-collar,53813,4
6084,720044658,47,F,4,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,31803,5
6085,720046458,45,M,4,Graduate,Single,NV,91750,yes,yes,no,cellular,White-collar,65071,5
6086,720049083,54,F,2,Unknown,Single,CA,91750,no,no,no,unknown,Businessman,26159,5
6087,720050208,53,F,1,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,23948,4
6088,720054183,46,M,5,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,93802,4
6089,720057183,50,F,2,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,37118,3
6090,720062508,43,F,3,Unknown,Unknown,NY,91750,no,yes,no,unknown,Selfemployeed,29182,5
6091,720064158,47,F,1,High School,Unknown,NJ,91750,no,no,no,cellular,Blue-collar,57781,3
6092,720067083,39,F,1,Unknown,Single,FL,91750,yes,yes,no,cellular,Blue-collar,44821,4
6093,720068808,32,M,3,Graduate,Married,FL,91750,no,yes,no,unknown,White-collar,44739,5
6094,720070383,54,M,2,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,77776,3
6095,720071583,36,F,1,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565,5
6096,720072933,52,M,2,Graduate,Married,NV,91750,no,no,no,cellular,Businessman,77166,3
6097,720074583,50,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,White-collar,103246,3
6098,720075558,39,F,1,Uneducated,Single,NY,91750,yes,no,no,cellular,White-collar,43422,5
6099,720076458,55,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,11971,3
6100,720079758,51,M,1,High School,Single,NJ,91750,no,no,yes,cellular,Govt,96998,4
6101,720084183,44,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Govt,34259,3
6102,720085233,40,F,2,Graduate,Single,NJ,91750,yes,no,no,unknown,Selfemployeed,22789,4
6103,720086358,36,M,3,High School,Single,IL,91750,no,no,no,cellular,Businessman,169695,4
6104,720087708,40,M,2,Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,96900,4
6105,720091083,40,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Govt,50184,4
6106,720092283,52,F,1,Post-Graduate,Single,IA,91750,yes,yes,no,unknown,Businessman,59653,3
6107,720093333,49,M,2,Graduate,Unknown,NY,91750,no,yes,no,cellular,Govt,81559,4
6108,720096558,50,F,2,Uneducated,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,14975,4
6109,720099708,37,M,4,High School,Married,UT,91750,no,no,no,cellular,Govt,75217,4
6110,720101658,32,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,70993,3
6111,720105933,43,M,2,High School,Married,CA,90025,yes,yes,no,cellular,Businessman,207950,4
6112,720108783,46,F,3,Uneducated,Married,CA,91750,yes,no,yes,cellular,Retirees,57953,4
6113,720113433,50,F,3,Graduate,Single,NV,91750,no,yes,no,unknown,Retirees,21122,4
6114,720114633,36,M,3,High School,Single,NY,91750,no,no,no,cellular,Businessman,91718,3
6115,720115683,46,F,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,15551,4
6116,720118908,51,F,2,High School,Married,CA,91750,no,no,yes,cellular,Govt,37792,4
6117,720119808,54,F,1,Graduate,Single,CA,91750,no,no,no,unknown,White-collar,36506,4
6118,720122808,62,F,0,High School,Single,CA,91750,no,no,no,telephone,Selfemployeed,2565,4
6119,720124758,46,F,1,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,24033,4
6120,720126033,56,M,3,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,74014,4
6121,720128658,53,M,3,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,117476,4
6122,720130233,57,F,2,High School,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,29407,4
6123,720132258,59,F,0,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,37209,3
6124,720133908,38,M,2,High School,Married,FL,91750,no,yes,yes,telephone,Retirees,53606,4
6125,720135333,45,F,1,Graduate,Married,TX,91750,yes,no,no,unknown,Govt,15035,4
6126,720136458,33,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,152151,4
6127,720141408,26,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,4
6128,720142308,41,F,1,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26166,4
6129,720145683,26,F,2,High School,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975,4
6130,720146733,59,F,0,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,50643,4
6131,720147633,47,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,19140,4
6132,720148983,31,F,1,Unknown,Single,NV,91750,no,no,no,cellular,Selfemployeed,14975,3
6133,720150858,48,F,5,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,33627,4
